time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-10T07:13:01.780Z,34.0775,-117.5078333,3.24,0.99,ml,26,49,0.06141,0.17,ci,ci38194976,2018-06-10T07:16:46.814Z,"5km WSW of Fontana, CA",earthquake,0.27,0.48,0.225,31,automatic,ci,ci
2018-06-10T07:12:06.570Z,19.420166,-155.2781677,1.07,2.11,ml,13,82,0.004603,0.1,hv,hv70256412,2018-06-10T07:17:51.240Z,"4km WSW of Volcano, Hawaii",earthquake,0.33,0.2,0.25,9,automatic,hv,hv
2018-06-10T07:10:52.020Z,19.3956661,-155.2891693,0.27,2.03,ml,24,49,0.007245,0.25,hv,hv70256407,2018-06-10T07:16:32.690Z,"6km SW of Volcano, Hawaii",earthquake,0.21,0.29,0.16,8,automatic,hv,hv
2018-06-10T07:08:21.970Z,19.4034996,-155.2704926,1.41,2.19,ml,18,55,0.006714,0.18,hv,hv70256397,2018-06-10T08:45:00.170Z,"4km SW of Volcano, Hawaii",earthquake,0.3,0.34,0.19,11,automatic,hv,hv
2018-06-10T07:03:28.850Z,37.6570015,-118.8430023,0.89,1.07,md,9,138,0.01983,0.03,nc,nc73028166,2018-06-10T07:18:02.314Z,"12km E of Mammoth Lakes, CA",earthquake,0.35,1.02,0.05,8,automatic,nc,nc
2018-06-10T07:02:04.350Z,19.3973333,-155.2718333,0.29,2.87,ml,27,54,0.002596,0.08,hv,hv70256387,2018-06-10T09:09:47.880Z,"5km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.201,38,reviewed,hv,hv
2018-06-10T07:01:59.450Z,19.3913326,-155.2698364,0.99,3.27,ml,19,60,0.005388,0.37,hv,hv70256382,2018-06-10T07:47:32.791Z,"5km SW of Volcano, Hawaii",earthquake,0.4,0.38,3.51,33,automatic,hv,hv
2018-06-10T07:00:32.370Z,19.4015007,-155.264328,1.17,2.11,ml,15,98,0.0107,0.19,hv,hv70256377,2018-06-10T07:06:14.260Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.64,0.28,11,automatic,hv,hv
2018-06-10T07:00:05.380Z,19.3251667,-155.1751709,1.13,2.51,ml,17,95,0.05428,0.19,hv,hv70256372,2018-06-10T07:05:47.530Z,"13km SSE of Volcano, Hawaii",earthquake,0.47,0.66,0.27,8,automatic,hv,hv
2018-06-10T06:58:52.130Z,19.4003334,-155.27034,1.11,2.24,ml,20,62,0.005841,0.2,hv,hv70256367,2018-06-10T07:04:32.740Z,"4km SW of Volcano, Hawaii",earthquake,0.3,0.41,0.18,10,automatic,hv,hv
2018-06-10T06:56:16.420Z,19.3926659,-155.2440033,-0.73,2.6,ml,15,98,0.009912,0.36,hv,hv70256362,2018-06-10T07:02:11.540Z,"4km S of Volcano, Hawaii",earthquake,0.43,0.49,0.5,14,automatic,hv,hv
2018-06-10T06:56:16.040Z,19.3951664,-155.274826,0.42,2.9,ml,21,68,0.001135,0.15,hv,hv70256357,2018-06-10T07:02:01.170Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.13,0.46,16,automatic,hv,hv
2018-06-10T06:55:13.860Z,19.4099998,-155.2593384,1.27,2.49,ml,36,47,0.002138,0.3,hv,hv70256352,2018-06-10T07:00:54.980Z,"3km SW of Volcano, Hawaii",earthquake,0.41,0.3,0.43,20,automatic,hv,hv
2018-06-10T06:54:34.910Z,19.4074993,-155.2644958,1.74,2.71,ml,12,95,0.006311,0.13,hv,hv70256347,2018-06-10T07:00:17.620Z,"3km SW of Volcano, Hawaii",earthquake,0.35,0.68,0.4,17,automatic,hv,hv
2018-06-10T06:50:39.080Z,19.4111671,-155.2608337,0.43,2.54,ml,19,64,0.001286,0.32,hv,hv70256342,2018-06-10T06:56:19.590Z,"3km SW of Volcano, Hawaii",earthquake,0.37,0.23,0.4,13,automatic,hv,hv
2018-06-10T06:49:51.250Z,19.4061661,-155.289505,-0.34,2.06,ml,17,67,0.01252,0.22,hv,hv70256337,2018-06-10T06:55:31.350Z,"6km WSW of Volcano, Hawaii",earthquake,0.22,0.28,0.27,10,automatic,hv,hv
2018-06-10T06:46:10.290Z,19.4368324,-155.5113373,4.93,2.37,ml,10,115,0.01864,0.22,hv,hv70256332,2018-06-10T06:51:52.790Z,"25km N of Pahala, Hawaii",earthquake,1.09,1.11,4.2,11,automatic,hv,hv
2018-06-10T06:46:04.130Z,19.4011667,-155.2751667,1.33,2.7,ml,30,40,0.005945,0.08,hv,hv70256327,2018-06-10T07:23:19.000Z,"5km SW of Volcano, Hawaii",earthquake,0.17,0.17,0.185,33,reviewed,hv,hv
2018-06-10T06:44:59.360Z,36.1870003,-120.7423325,3.84,1.92,md,9,196,0.05571,0.03,nc,nc73028161,2018-06-10T07:40:01.441Z,"24km NE of San Ardo, CA",earthquake,0.6,1.3,0.22,6,automatic,nc,nc
2018-06-10T06:42:08.950Z,19.3976669,-155.2655029,0.59,2.5,ml,20,71,0.0007594,0.15,hv,hv70256322,2018-06-10T06:47:50.200Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.2,0.41,12,automatic,hv,hv
2018-06-10T06:39:18.530Z,47.8446667,-123.3851667,40.59,1.85,ml,17,86,0.2174,0.15,uw,uw61384052,2018-06-10T18:56:33.580Z,"29km S of Port Angeles East, Washington",earthquake,0.48,0.74,0.12,11,reviewed,uw,uw
2018-06-10T06:36:43.220Z,19.4153333,-155.2758333,0.95,2.93,ml,30,40,0.008136,0.08,hv,hv70256317,2018-06-10T07:06:23.111Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.11,0.123,39,reviewed,hv,hv
2018-06-10T06:34:12.300Z,19.4209995,-155.276001,1.19,2.16,ml,29,52,0.004027,0.2,hv,hv70256312,2018-06-10T14:36:52.384Z,"4km WSW of Volcano, Hawaii",earthquake,0.29,0.17,0.28,11,automatic,hv,hv
2018-06-10T06:30:43.820Z,19.3904991,-155.2558289,-0.88,2.85,ml,27,57,0.006544,0.29,hv,hv70256292,2018-06-10T06:36:23.870Z,"4km SSW of Volcano, Hawaii",earthquake,0.23,0.27,0.33,15,automatic,hv,hv
2018-06-10T06:30:13.820Z,19.4069996,-155.2975006,0.67,2.78,ml,23,71,0.01513,0.38,hv,hv70256287,2018-06-10T06:35:55.450Z,"6km WSW of Volcano, Hawaii",earthquake,0.5,0.39,0.44,19,automatic,hv,hv
2018-06-10T06:28:43.940Z,19.4295006,-155.2971649,-0.52,2.32,ml,9,103,0.0102,0.08,hv,hv70256282,2018-06-10T06:34:26.180Z,"6km W of Volcano, Hawaii",earthquake,0.29,0.44,0.54,5,automatic,hv,hv
2018-06-10T06:28:23.040Z,19.416666,-155.2624969,-0.47,2.32,ml,11,176,0.02041,0.14,hv,hv70256277,2018-06-10T06:34:09.460Z,"3km WSW of Volcano, Hawaii",earthquake,0.22,0.3,0.34,7,automatic,hv,hv
2018-06-10T06:24:57.540Z,19.4103336,-155.2805023,1.07,1.85,md,10,79,0.008041,0.1,hv,hv70256267,2018-06-10T06:27:57.570Z,"5km WSW of Volcano, Hawaii",earthquake,0.45,0.18,0.32,5,automatic,hv,hv
2018-06-10T06:24:30.990Z,19.4021664,-155.2638397,0.42,2.22,ml,16,84,0.004418,0.13,hv,hv70256262,2018-06-10T06:30:14.030Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.21,0.1,4,automatic,hv,hv
2018-06-10T06:22:03.274Z,62.0608,-142.1462,0.3,1.8,ml,,,,0.64,ak,ak19748090,2018-06-10T06:25:20.637Z,"135km ENE of Chitina, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-10T06:18:59.390Z,19.428833,-155.2758331,-0.19,2.53,md,11,161,0.004375,0.26,hv,hv70256242,2018-06-10T06:21:58.710Z,"4km W of Volcano, Hawaii",earthquake,0.54,0.23,0.08,5,automatic,hv,hv
2018-06-10T06:15:20.050Z,19.3990002,-155.2676697,0.28,2.66,ml,20,72,0.00172,0.15,hv,hv70256227,2018-06-10T06:21:00.850Z,"4km SW of Volcano, Hawaii",earthquake,0.16,0.21,0.5,13,automatic,hv,hv
2018-06-10T06:13:41.920Z,19.4249992,-155.2688293,1.94,2.24,ml,12,91,0.002334,0.15,hv,hv70256222,2018-06-10T06:19:22.890Z,"3km WSW of Volcano, Hawaii",earthquake,0.34,0.37,0.23,5,automatic,hv,hv
2018-06-10T06:11:27.090Z,19.4260006,-155.276001,0.91,2.5,ml,15,82,0.001936,0.17,hv,hv70256217,2018-06-10T06:17:07.750Z,"4km W of Volcano, Hawaii",earthquake,0.26,0.19,0.32,8,automatic,hv,hv
2018-06-10T06:11:11.350Z,19.4331665,-155.2858276,0.37,2.61,ml,14,89,0.01142,0.12,hv,hv70256212,2018-06-10T06:16:51.310Z,"5km W of Volcano, Hawaii",earthquake,0.24,0.21,0.34,13,automatic,hv,hv
2018-06-10T06:10:30.770Z,19.3933334,-155.2734985,1.19,2.44,ml,17,105,0.002029,0.31,hv,hv70256207,2018-06-10T06:16:11.740Z,"5km SW of Volcano, Hawaii",earthquake,0.51,0.75,0.41,10,automatic,hv,hv
2018-06-10T06:10:12.000Z,19.3971672,-155.2671661,1.41,2.19,ml,17,61,0.001513,0.1,hv,hv70256202,2018-06-10T06:15:53.900Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.25,0.31,11,automatic,hv,hv
2018-06-10T06:06:01.410Z,19.4023342,-155.2700043,0.77,2.78,ml,32,32,0.005534,0.2,hv,hv70256192,2018-06-10T06:11:42.380Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.15,0.3,13,automatic,hv,hv
2018-06-10T06:00:49.520Z,19.4203339,-155.2686615,0.48,2.36,ml,19,62,0.006772,0.17,hv,hv70256187,2018-06-10T06:06:27.150Z,"3km WSW of Volcano, Hawaii",earthquake,0.22,0.18,0.32,13,automatic,hv,hv
2018-06-10T05:57:54.810Z,19.4161663,-155.2563324,0.58,1.93,ml,18,135,0.005259,0.22,hv,hv70256177,2018-06-10T06:03:34.850Z,"2km SW of Volcano, Hawaii",earthquake,0.32,0.24,0.31,8,automatic,hv,hv
2018-06-10T05:54:21.730Z,19.4104996,-155.2713318,0.78,2.82,ml,39,41,0.01093,0.15,hv,hv70256172,2018-06-10T06:00:03.540Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.17,2.95,29,automatic,hv,hv
2018-06-10T05:53:42.650Z,19.3478336,-155.3096619,1.02,3.2,ml,13,297,0.04448,0.29,hv,hv70256167,2018-06-10T05:59:22.260Z,"11km SW of Volcano, Hawaii",earthquake,1,1.22,2.29,21,automatic,hv,hv
2018-06-10T05:48:05.680Z,19.4044991,-155.2828369,-0.25,2.43,ml,11,163,0.01315,0.29,hv,hv70256152,2018-06-10T05:53:46.370Z,"5km WSW of Volcano, Hawaii",earthquake,0.43,0.5,0.26,6,automatic,hv,hv
2018-06-10T05:47:22.600Z,19.3901672,-155.2660065,0.22,2.61,ml,11,81,0.008033,0.12,hv,hv70256147,2018-06-10T05:53:06.060Z,"5km SSW of Volcano, Hawaii",earthquake,0.25,0.28,0.49,7,automatic,hv,hv
2018-06-10T05:47:12.050Z,19.4433327,-155.0988312,6.44,2.95,ml,11,175,0.08959,0.1,hv,hv70256142,2018-06-10T05:52:53.590Z,"7km SSW of Fern Acres, Hawaii",earthquake,2.67,1.4,0.42,11,automatic,hv,hv
2018-06-10T05:45:52.980Z,19.4123325,-155.276001,2.04,1.77,ml,15,56,0.0093,0.19,hv,hv70256137,2018-06-10T05:51:33.210Z,"4km WSW of Volcano, Hawaii",earthquake,0.42,0.55,0.25,9,automatic,hv,hv
2018-06-10T05:42:00.550Z,19.4169998,-155.2684937,1.13,2.01,ml,18,61,0.009322,0.19,hv,hv70256127,2018-06-10T05:47:43.600Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.19,0.18,7,automatic,hv,hv
2018-06-10T05:39:56.640Z,19.4176674,-155.2716675,1.22,2.12,ml,24,41,0.008997,0.1,hv,hv70256122,2018-06-10T05:46:26.470Z,"3km WSW of Volcano, Hawaii",earthquake,0.16,0.12,0.21,10,automatic,hv,hv
2018-06-10T05:39:30.020Z,37.6586685,-118.8381653,2.32,1.43,md,15,132,0.02075,0.05,nc,nc73028136,2018-06-10T06:18:01.767Z,"13km E of Mammoth Lakes, CA",earthquake,0.45,0.84,0.17,12,automatic,nc,nc
2018-06-10T05:36:36.360Z,19.4091663,-155.2663269,2.21,2.37,ml,22,57,0.006746,0.17,hv,hv70256107,2018-06-10T05:42:15.900Z,"3km SW of Volcano, Hawaii",earthquake,0.35,0.34,0.3,13,automatic,hv,hv
2018-06-10T05:35:38.480Z,33.508,-116.482,5.55,1.12,ml,39,73,0.04948,0.21,ci,ci38194968,2018-06-10T14:55:09.012Z,"18km ESE of Anza, CA",earthquake,0.24,0.67,0.13,25,reviewed,ci,ci
2018-06-10T05:34:21.980Z,19.4108334,-155.2641602,0.84,2.49,ml,18,58,0.004231,0.24,hv,hv70256102,2018-06-10T05:40:03.810Z,"3km SW of Volcano, Hawaii",earthquake,0.31,0.26,2.06,14,automatic,hv,hv
2018-06-10T05:31:06.396Z,60.0752,-150.5675,44.9,2.8,ml,,,,0.61,ak,ak19747360,2018-06-10T13:33:53.022Z,"52km SSE of Sterling, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-06-10T05:30:52.760Z,19.3971672,-155.2658386,0.26,2.31,ml,19,70,0.001085,0.17,hv,hv70256092,2018-06-10T05:36:31.960Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.26,0.43,11,automatic,hv,hv
2018-06-10T05:30:48.803Z,62.9045,-150.6916,92,3.9,ml,,,,0.41,ak,ak19747353,2018-06-10T13:33:19.485Z,"71km NNW of Talkeetna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-06-10T05:30:15.988Z,63.0499,-150.5734,181.2,4,ml,,,,0.74,ak,ak19747352,2018-06-10T07:19:40.015Z,"84km NNW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-06-10T05:28:01.540Z,19.4195004,-155.2733307,0.4,1.86,ml,18,46,0.006593,0.12,hv,hv70256077,2018-06-10T05:33:43.070Z,"3km WSW of Volcano, Hawaii",earthquake,0.18,0.17,0.17,7,automatic,hv,hv
2018-06-10T05:24:06.990Z,19.4034996,-155.2761688,0.4,2.58,ml,23,55,0.008433,0.19,hv,hv70256067,2018-06-10T05:30:10.980Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.2,0.41,14,automatic,hv,hv
2018-06-10T05:22:56.420Z,19.4138336,-155.2779999,0.96,1.88,ml,21,47,0.006901,0.13,hv,hv70256062,2018-06-10T05:30:02.210Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.14,0.29,9,automatic,hv,hv
2018-06-10T05:22:01.760Z,19.4041672,-155.255661,0.09,1.8,md,8,124,0.008826,0.13,hv,hv70256052,2018-06-10T05:25:02.610Z,"3km SSW of Volcano, Hawaii",earthquake,0.78,0.3,0.1,4,automatic,hv,hv
2018-06-10T05:20:47.304Z,61.1908,-151.909,82.2,1.2,ml,,,,0.4,ak,ak19747344,2018-06-10T05:27:09.949Z,"65km NNW of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2018-06-10T05:19:46.767Z,66.9047,-147.1571,11.5,2.1,ml,,,,0.78,ak,ak19747338,2018-06-10T05:27:09.628Z,"91km WNW of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-10T05:19:04.660Z,19.3945007,-155.2689972,4.64,1.91,ml,10,242,0.004469,0.17,hv,hv70256042,2018-06-10T05:24:45.680Z,"5km SW of Volcano, Hawaii",earthquake,1.08,1.53,0.43,8,automatic,hv,hv
2018-06-10T05:18:45.118Z,61.2997,-146.63,21.4,1.4,ml,,,,0.87,ak,ak19747336,2018-06-10T05:23:13.540Z,"24km NW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-10T05:16:01.970Z,33.5015,-116.7956667,4.57,1.12,ml,43,31,0.08024,0.16,ci,ci38194960,2018-06-10T14:55:04.568Z,"9km NE of Aguanga, CA",earthquake,0.16,0.44,0.113,26,reviewed,ci,ci
2018-06-10T05:13:24.210Z,19.4029999,-155.2615051,0.24,2.5,ml,29,56,0.006377,0.2,hv,hv70256032,2018-06-10T05:19:06.040Z,"3km SW of Volcano, Hawaii",earthquake,0.18,0.16,0.57,19,automatic,hv,hv
2018-06-10T05:11:17.330Z,19.4020004,-155.2626648,0.4,2.29,ml,10,162,0.01037,0.11,hv,hv70256022,2018-06-10T05:16:58.820Z,"4km SW of Volcano, Hawaii",earthquake,0.58,0.59,0.35,10,automatic,hv,hv
2018-06-10T05:09:10.950Z,19.3883343,-155.2714996,0.49,2.43,ml,33,52,0.007284,0.2,hv,hv70256017,2018-06-10T05:14:51.650Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.16,0.41,17,automatic,hv,hv
2018-06-10T05:03:25.623Z,61.8549,-149.6481,40.4,1.2,ml,,,,0.82,ak,ak19747287,2018-06-10T05:10:35.619Z,"23km ENE of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-10T04:58:04.170Z,19.4101658,-155.2785034,0.53,1.85,ml,19,66,0.009137,0.12,hv,hv70255992,2018-06-10T05:03:42.080Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.2,0.2,8,automatic,hv,hv
2018-06-10T04:57:30.350Z,33.3301667,-116.1906667,10.2,1.56,ml,52,64,0.1995,0.24,ci,ci38194952,2018-06-10T05:08:13.040Z,"17km SSW of Oasis, CA",earthquake,0.31,0.95,0.121,25,automatic,ci,ci
2018-06-10T04:54:41.040Z,19.4064999,-155.2663269,1.25,2.19,ml,22,48,0.008219,0.13,hv,hv70255977,2018-06-10T05:00:25.590Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.2,0.32,11,automatic,hv,hv
2018-06-10T04:52:19.110Z,19.3908329,-155.2726593,-0.2,2.31,ml,16,59,0.004606,0.3,hv,hv70255972,2018-06-10T04:58:02.080Z,"5km SW of Volcano, Hawaii",earthquake,0.35,0.32,0.37,12,automatic,hv,hv
2018-06-10T04:51:01.460Z,19.3999996,-155.2610016,0.51,2.63,ml,26,56,0.00506,0.16,hv,hv70255967,2018-06-10T04:56:40.320Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.2,0.6,15,automatic,hv,hv
2018-06-10T04:44:19.060Z,19.4186668,-155.2806702,0.75,2.48,ml,35,29,0.003385,0.19,hv,hv70255962,2018-06-10T04:49:59.130Z,"4km WSW of Volcano, Hawaii",earthquake,0.25,0.16,0.4,16,automatic,hv,hv
2018-06-10T04:42:57.540Z,19.4435005,-155.2476654,-0.51,1.96,ml,8,296,0.03331,0.29,hv,hv70255957,2018-06-10T04:48:37.590Z,"1km NW of Volcano, Hawaii",earthquake,1.83,1.07,0.07,4,automatic,hv,hv
2018-06-10T04:42:13.020Z,19.4265003,-155.2689972,0.77,1.9,ml,11,91,0.001368,0.1,hv,hv70255952,2018-06-10T04:47:53.570Z,"3km W of Volcano, Hawaii",earthquake,0.22,0.25,0.16,7,automatic,hv,hv
2018-06-10T04:42:04.910Z,33.5685,-116.7383333,11.72,0.41,ml,11,126,0.00321,0.2,ci,ci38194944,2018-06-10T14:55:26.299Z,"6km WNW of Anza, CA",earthquake,0.78,0.99,0.139,12,reviewed,ci,ci
2018-06-10T04:38:26.150Z,19.4115009,-155.2923279,0.69,1.83,ml,16,76,0.009486,0.36,hv,hv70255942,2018-06-10T04:44:06.520Z,"6km WSW of Volcano, Hawaii",earthquake,0.43,0.43,0.36,8,automatic,hv,hv
2018-06-10T04:34:17.020Z,19.3955002,-155.2696686,0.33,1.72,ml,10,146,0.003754,0.09,hv,hv70255937,2018-06-10T04:39:58.450Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.27,0.63,3,automatic,hv,hv
2018-06-10T04:30:42.900Z,19.4098339,-155.2758331,0.47,1.89,ml,19,41,0.01102,0.12,hv,hv70255927,2018-06-10T04:36:24.280Z,"4km WSW of Volcano, Hawaii",earthquake,0.16,0.21,0.44,9,automatic,hv,hv
2018-06-10T04:27:11.070Z,19.4060001,-155.2733307,0.45,2.71,ml,22,79,0.01035,0.21,hv,hv70255922,2018-06-10T04:32:50.660Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.2,0.45,13,automatic,hv,hv
2018-06-10T04:26:19.520Z,19.4138336,-155.2726593,0.38,2.34,ml,22,53,0.01145,0.28,hv,hv70255917,2018-06-10T04:31:58.690Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.21,0.29,12,automatic,hv,hv
2018-06-10T04:26:11.164Z,60.1158,-141.6735,0,1.4,ml,,,,0.52,ak,ak19746647,2018-06-10T04:30:46.670Z,"42km E of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-10T04:25:28.090Z,39.4033,-119.9543,8.4,1.9,ml,25,52.63,0.118,0.17,nn,nn00638999,2018-06-10T04:27:08.367Z,"12km S of Mogul, Nevada",earthquake,,3,,,automatic,nn,nn
2018-06-10T04:23:00.670Z,19.4095,-155.273,0.68,2.97,ml,20,54,0.01265,0.06,hv,hv70255912,2018-06-10T04:38:16.160Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.24,0.182,11,reviewed,hv,hv
2018-06-10T04:21:43.430Z,19.4105,-155.2826667,0.66,3.62,ml,24,66,0.007251,0.07,hv,hv70255907,2018-06-10T06:31:53.345Z,"5km WSW of Volcano, Hawaii",earthquake,0.19,0.16,0.211,15,reviewed,hv,hv
2018-06-10T04:19:59.570Z,19.4031658,-155.2901611,0.71,1.91,ml,14,84,0.01358,0.15,hv,hv70255902,2018-06-10T04:25:43.610Z,"6km WSW of Volcano, Hawaii",earthquake,0.23,0.24,0.23,9,automatic,hv,hv
2018-06-10T04:19:36.910Z,19.4318333,-155.3013306,2.42,2.02,ml,9,293,0.03911,0.12,hv,hv70255897,2018-06-10T04:25:16.330Z,"6km W of Volcano, Hawaii",earthquake,1.57,1.01,0.12,8,automatic,hv,hv
2018-06-10T04:17:26.530Z,19.4013329,-155.2550049,0.38,1.92,ml,10,119,0.01085,0.19,hv,hv70255882,2018-06-10T04:23:06.690Z,"3km SSW of Volcano, Hawaii",earthquake,0.38,0.41,0.43,8,automatic,hv,hv
2018-06-10T04:17:07.590Z,-12.4901,166.793,150.47,4.6,mb,,56,7.373,0.77,us,us1000emht,2018-06-10T05:05:59.040Z,"174km NNW of Sola, Vanuatu",earthquake,10,6,0.064,72,reviewed,us,us
2018-06-10T04:16:43.740Z,19.3036671,-155.2466736,5.18,2.62,ml,15,115,0.03051,0.14,hv,hv70255877,2018-06-10T04:22:22.010Z,"14km S of Volcano, Hawaii",earthquake,0.57,1.1,0.52,8,automatic,hv,hv
2018-06-10T04:14:59.480Z,19.3845005,-155.2718353,-0.15,2.4,ml,15,100,0.009543,0.18,hv,hv70255872,2018-06-10T04:20:39.710Z,"6km SW of Volcano, Hawaii",earthquake,0.26,0.35,0.39,12,automatic,hv,hv
2018-06-10T04:11:39.210Z,19.4085007,-155.2700043,1.32,2.39,ml,28,31,0.0102,0.18,hv,hv70255867,2018-06-10T04:17:20.270Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.23,0.25,13,automatic,hv,hv
2018-06-10T04:11:22.490Z,19.4048328,-155.2453308,0.8,2.55,ml,11,138,0.01551,0.17,hv,hv70255862,2018-06-10T04:17:02.880Z,"2km SSW of Volcano, Hawaii",earthquake,0.37,0.6,0.45,14,automatic,hv,hv
2018-06-10T04:03:20.830Z,19.3861675,-155.2811737,0.53,1.77,ml,10,129,0.0006266,0.22,hv,hv70255837,2018-06-10T04:09:01.180Z,"6km SW of Volcano, Hawaii",earthquake,0.66,1.01,0.39,9,automatic,hv,hv
2018-06-10T04:00:37.470Z,19.4043331,-155.2701721,1.23,1.86,ml,15,72,0.00721,0.17,hv,hv70255832,2018-06-10T04:06:28.840Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.36,0.2,9,automatic,hv,hv
2018-06-10T04:00:04.020Z,19.3349991,-155.0863342,3.36,2.63,ml,15,182,0.0617,0.15,hv,hv70255827,2018-06-10T04:05:43.800Z,"19km SE of Volcano, Hawaii",earthquake,0.63,1.53,0.41,11,automatic,hv,hv
2018-06-10T03:57:48.860Z,19.4023342,-155.2453308,0.1,2.32,ml,11,245,0.02761,0.19,hv,hv70255822,2018-06-10T04:03:28.350Z,"3km SSW of Volcano, Hawaii",earthquake,0.47,0.45,0.46,10,automatic,hv,hv
2018-06-10T03:55:39.240Z,19.4080009,-155.2449951,-0.52,2.49,ml,20,129,0.01462,0.34,hv,hv70255817,2018-06-10T04:01:18.920Z,"2km SSW of Volcano, Hawaii",earthquake,0.37,0.63,0.47,15,automatic,hv,hv
2018-06-10T03:54:57.906Z,63.1944,-153.5542,15.7,2.1,ml,,,,0.75,ak,ak19746577,2018-06-10T04:02:53.821Z,"106km ENE of McGrath, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-10T03:54:39.630Z,19.421833,-155.2176666,2.07,2.17,ml,18,128,0.04086,0.32,hv,hv70255812,2018-06-10T04:00:25.200Z,"2km ESE of Volcano, Hawaii",earthquake,0.64,1.41,0.21,10,automatic,hv,hv
2018-06-10T03:51:08.794Z,64.0329,-148.0873,97.2,1.3,ml,,,,0.45,ak,ak19746574,2018-06-10T03:55:36.199Z,"47km ENE of Healy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-06-10T03:51:06.720Z,19.4168339,-155.2531738,1.79,1.95,ml,13,140,0.007895,0.29,hv,hv70255802,2018-06-10T11:53:38.483Z,"2km SW of Volcano, Hawaii",earthquake,0.62,0.64,0.29,9,automatic,hv,hv
2018-06-10T03:49:16.820Z,19.4106674,-155.2678375,0.68,2.16,ml,17,52,0.007645,0.16,hv,hv70255797,2018-06-10T03:54:56.350Z,"3km SW of Volcano, Hawaii",earthquake,0.19,0.24,0.32,9,automatic,hv,hv
2018-06-10T03:47:48.240Z,19.399334,-155.260498,0.78,2.15,ml,15,100,0.005335,0.23,hv,hv70255792,2018-06-10T11:50:19.570Z,"4km SW of Volcano, Hawaii",earthquake,0.38,0.43,0.24,6,automatic,hv,hv
2018-06-10T03:45:37.460Z,19.4200001,-155.2700043,1.64,1.89,ml,15,77,0.007374,0.18,hv,hv70255787,2018-06-10T03:51:18.510Z,"3km WSW of Volcano, Hawaii",earthquake,0.35,0.29,0.24,8,automatic,hv,hv
2018-06-10T03:44:31.930Z,19.3880005,-155.263504,-0.61,2.18,ml,15,143,0.01046,0.32,hv,hv70255782,2018-06-10T03:50:14.310Z,"5km SSW of Volcano, Hawaii",earthquake,0.31,0.46,0.92,4,automatic,hv,hv
2018-06-10T03:43:29.330Z,37.6573334,-118.8353348,1.77,1.57,md,14,138,0.01935,0.05,nc,nc73028091,2018-06-10T05:07:01.231Z,"13km E of Mammoth Lakes, CA",earthquake,0.42,0.79,0.28,11,automatic,nc,nc
2018-06-10T03:42:59.660Z,38.7878342,-122.7646637,0.89,1.42,md,19,72,0.01711,0.04,nc,nc73028081,2018-06-10T04:39:01.078Z,"1km NNW of The Geysers, CA",earthquake,0.23,0.5,0.21,5,automatic,nc,nc
2018-06-10T03:42:39.410Z,35.7898331,-120.3300018,8.11,1.7,md,15,125,0.01866,0.08,nc,nc73028076,2018-06-10T04:12:00.923Z,"8km NNW of Cholame, CA",earthquake,0.59,0.65,0.68,7,automatic,nc,nc
2018-06-10T03:41:24.159Z,62.4996,-147.1863,11.4,1.6,ml,,,,0.58,ak,ak19745962,2018-06-10T03:47:45.166Z,"95km WNW of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
