time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-10T10:36:44.330Z,19.4198341,-155.2749939,0.8,2.01,ml,22,44,0.005475,0.29,hv,hv70257062,2018-06-10T10:42:33.910Z,"4km WSW of Volcano, Hawaii",earthquake,0.41,0.23,0.22,10,automatic,hv,hv
2018-06-10T10:35:46.367Z,61.5127,-146.4059,28.3,1.6,ml,,,,0.67,ak,ak19750890,2018-06-10T10:39:39.136Z,"42km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-10T10:34:10.050Z,19.4003334,-155.2661591,0.62,2.7,ml,17,65,0.002084,0.16,hv,hv70257052,2018-06-10T10:39:54.720Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.27,0.41,8,automatic,hv,hv
2018-06-10T10:31:16.636Z,65.8553,-156.3724,4.7,1.4,ml,,,,0.71,ak,ak19750888,2018-06-10T10:36:04.863Z,"119km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-10T10:26:41.530Z,19.4115009,-155.264328,0.79,2.63,ml,22,42,0.004241,0.15,hv,hv70257012,2018-06-10T10:32:22.650Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.16,0.42,16,automatic,hv,hv
2018-06-10T10:25:01.850Z,19.4121666,-155.2608337,0.57,2.66,ml,35,55,0.0009064,0.24,hv,hv70257007,2018-06-10T10:30:43.300Z,"3km SW of Volcano, Hawaii",earthquake,0.3,0.16,2.62,26,automatic,hv,hv
2018-06-10T10:24:22.900Z,19.4041672,-155.2858276,-0.02,2.72,ml,25,63,0.01352,0.2,hv,hv70257002,2018-06-10T10:30:04.870Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.19,0.53,18,automatic,hv,hv
2018-06-10T10:22:34.530Z,34.0051667,-117.1758333,12.26,1.03,ml,9,184,0.1135,0.26,ci,ci38195024,2018-06-10T10:26:05.224Z,"6km S of Redlands, CA",earthquake,2.87,3.15,0.183,14,automatic,ci,ci
2018-06-10T10:21:51.850Z,39.4221649,-122.0916672,1.92,1.52,md,8,121,0.2933,0.36,nc,nc73028246,2018-06-10T11:35:01.945Z,"14km SE of Willows, CA",earthquake,1.9,24.5,0.17,6,automatic,nc,nc
2018-06-10T10:16:58.220Z,19.4034996,-155.2716675,1.81,2.51,ml,11,131,0.00746,0.14,hv,hv70256992,2018-06-10T10:22:40.010Z,"4km SW of Volcano, Hawaii",earthquake,0.4,0.28,0.26,8,automatic,hv,hv
2018-06-10T10:15:14.870Z,19.3848324,-155.2684937,0.8,2.27,ml,12,86,0.01259,0.37,hv,hv70256987,2018-06-10T10:21:01.910Z,"6km SSW of Volcano, Hawaii",earthquake,0.64,0.39,0.48,8,automatic,hv,hv
2018-06-10T10:15:13.740Z,19.3964996,-155.2704926,0.45,2.74,ml,21,57,0.00318,0.15,hv,hv70256982,2018-06-10T10:20:54.470Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.48,13,automatic,hv,hv
2018-06-10T10:14:19.340Z,19.3966675,-155.2716675,2.14,1.94,ml,12,127,0.002269,0.13,hv,hv70256977,2018-06-10T10:20:05.340Z,"5km SW of Volcano, Hawaii",earthquake,0.51,0.52,0.32,7,automatic,hv,hv
2018-06-10T10:13:43.570Z,47.6065,-122.633,19.55,0.74,ml,4,305,0.1201,0.06,uw,uw61384097,2018-06-10T15:55:43.860Z,"1km E of Tracyton, Washington",earthquake,1.35,31.61,0.039,2,reviewed,uw,uw
2018-06-10T10:12:34.450Z,19.3880005,-155.2765045,0.3,2.35,ml,15,100,0.005131,0.25,hv,hv70256972,2018-06-10T10:18:14.450Z,"6km SW of Volcano, Hawaii",earthquake,0.29,0.32,0.56,13,automatic,hv,hv
2018-06-10T10:11:48.285Z,59.7633,-136.6836,0,1.9,ml,,,,0.89,ak,ak19750881,2018-06-10T10:18:49.174Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-10T10:10:40.630Z,19.4160004,-155.2714996,1.01,2.6,ml,28,54,0.01043,0.16,hv,hv70256967,2018-06-10T10:16:19.030Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.2,0.32,14,automatic,hv,hv
2018-06-10T10:07:33.050Z,19.4130001,-155.260498,0.45,2.59,ml,24,99,0.001081,0.3,hv,hv70256962,2018-06-10T10:13:12.010Z,"3km SW of Volcano, Hawaii",earthquake,0.29,0.25,2.06,23,automatic,hv,hv
2018-06-10T10:07:07.580Z,19.3994999,-155.2591705,0.67,2.63,ml,12,75,0.006597,0.23,hv,hv70256957,2018-06-10T10:12:47.470Z,"4km SSW of Volcano, Hawaii",earthquake,0.48,0.52,0.57,19,automatic,hv,hv
2018-06-10T10:07:02.150Z,36.1626663,-120.7724991,-0.2,1.69,md,10,146,0.058,0.14,nc,nc73028221,2018-06-10T11:06:01.672Z,"20km NE of San Ardo, CA",earthquake,1.18,10.49,0.11,6,automatic,nc,nc
2018-06-10T10:05:47.920Z,19.4015007,-155.277832,0,2.28,ml,8,238,0.01713,0.2,hv,hv70256952,2018-06-10T10:11:28.430Z,"5km SW of Volcano, Hawaii",earthquake,0.45,0.49,0.36,6,automatic,hv,hv
2018-06-10T10:03:23.410Z,19.3869991,-155.280838,0.82,2.15,ml,11,97,0.0009494,0.21,hv,hv70256947,2018-06-10T10:09:02.930Z,"6km SW of Volcano, Hawaii",earthquake,0.33,0.53,0.48,7,automatic,hv,hv
2018-06-10T09:59:34.800Z,19.3961658,-155.2798309,1.12,2.44,ml,10,177,0.005895,0.1,hv,hv70256937,2018-06-10T10:05:17.310Z,"5km SW of Volcano, Hawaii",earthquake,0.48,0.18,0.28,10,automatic,hv,hv
2018-06-10T09:57:34.080Z,19.4099998,-155.2669983,1.19,1.87,ml,19,64,0.007035,0.15,hv,hv70256927,2018-06-10T10:03:14.690Z,"3km SW of Volcano, Hawaii",earthquake,0.19,0.17,0.2,9,automatic,hv,hv
2018-06-10T09:57:15.380Z,33.2523333,-116.823,12.75,0.79,ml,25,69,0.05625,0.14,ci,ci38195008,2018-06-10T14:54:28.110Z,"6km WNW of Lake Henshaw, CA",earthquake,0.22,0.58,0.1,20,reviewed,ci,ci
2018-06-10T09:54:18.570Z,19.4068336,-155.2696686,0.82,2.39,ml,13,71,0.01062,0.11,hv,hv70256922,2018-06-10T09:59:59.540Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.27,0.33,3,automatic,hv,hv
2018-06-10T09:52:44.610Z,19.383667,-155.3265076,8.69,2.49,ml,13,295,0.03133,0.34,hv,hv70256907,2018-06-10T09:58:25.390Z,"10km WSW of Volcano, Hawaii",earthquake,2.24,1.45,0.35,7,automatic,hv,hv
2018-06-10T09:51:20.990Z,19.4298325,-155.2543335,1.98,1.88,md,8,274,0.009196,0.25,hv,hv70256902,2018-06-10T09:54:29.660Z,"1km W of Volcano, Hawaii",earthquake,4.59,2.17,0.14,3,automatic,hv,hv
2018-06-10T09:49:33.140Z,19.4111671,-155.2695007,0.79,2.17,ml,22,49,0.009129,0.11,hv,hv70256897,2018-06-10T09:55:14.650Z,"3km WSW of Volcano, Hawaii",earthquake,0.16,0.15,0.26,12,automatic,hv,hv
2018-06-10T09:48:24.700Z,-21.0516,-178.7259,554.03,4.4,mb,,145,4.479,0.93,us,us1000emmt,2018-06-10T10:12:05.040Z,"44km S of Ndoi Island, Fiji",earthquake,8,9.4,0.099,29,reviewed,us,us
2018-06-10T09:48:10.660Z,19.4266663,-155.2709961,2.04,2.29,ml,15,90,0.003154,0.18,hv,hv70256892,2018-06-10T09:53:53.420Z,"3km W of Volcano, Hawaii",earthquake,0.46,0.26,0.27,8,automatic,hv,hv
2018-06-10T09:44:25.780Z,18.159,-67.4263,16,2.44,md,9,287,0.2874,0.35,pr,pr2018161005,2018-06-10T12:22:59.349Z,"26km WNW of Puerto Real, Puerto Rico",earthquake,1.64,1.25,0.37,8,reviewed,pr,pr
2018-06-10T09:44:04.450Z,19.4104996,-155.2743378,1.08,2.81,ml,39,38,0.01165,0.21,hv,hv70256887,2018-06-10T09:49:42.830Z,"4km WSW of Volcano, Hawaii",earthquake,0.32,0.16,2.9,30,automatic,hv,hv
2018-06-10T09:40:53.530Z,19.4155006,-155.280838,0.69,2.89,ml,45,32,0.003753,0.28,hv,hv70256877,2018-06-10T09:46:43.010Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.18,2.97,28,automatic,hv,hv
2018-06-10T09:39:35.760Z,19.3966675,-155.280838,0.63,2.42,ml,20,76,0.006914,0.25,hv,hv70256867,2018-06-10T09:45:17.620Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.28,0.41,16,automatic,hv,hv
2018-06-10T09:37:21.490Z,19.4141674,-155.2768402,-0.41,2.67,ml,14,134,0.007681,0.17,hv,hv70256857,2018-06-10T09:43:02.210Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.21,0.33,9,automatic,hv,hv
2018-06-10T09:35:05.560Z,19.4018326,-155.2779999,0.93,2.33,ml,23,55,0.007633,0.22,hv,hv70256852,2018-06-10T09:40:47.870Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.34,0.29,13,automatic,hv,hv
2018-06-10T09:31:55.260Z,19.4136658,-155.2618408,2.24,2.12,ml,15,98,0.002429,0.12,hv,hv70256842,2018-06-10T09:37:35.110Z,"3km SW of Volcano, Hawaii",earthquake,0.39,0.56,0.15,5,automatic,hv,hv
2018-06-10T09:28:44.110Z,19.4208336,-155.2896729,0.49,2.42,ml,21,69,0.001412,0.27,hv,hv70256837,2018-06-10T09:34:29.960Z,"5km WSW of Volcano, Hawaii",earthquake,0.37,0.17,0.33,13,automatic,hv,hv
2018-06-10T09:27:07.600Z,19.4033337,-155.2626648,0.63,2.58,ml,19,57,0.00598,0.14,hv,hv70256832,2018-06-10T09:32:47.650Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.23,0.48,13,automatic,hv,hv
2018-06-10T09:26:55.790Z,33.5143333,-116.8001667,2.62,0.38,ml,21,70,0.07315,0.18,ci,ci38195000,2018-06-10T14:54:23.455Z,"10km NE of Aguanga, CA",earthquake,0.28,0.43,0.162,13,reviewed,ci,ci
2018-06-10T09:26:47.880Z,48.4863333,-122.4588333,20.19,1.51,ml,16,84,0.229,0.37,uw,uw61384067,2018-06-10T19:00:18.500Z,"9km W of Burlington, Washington",earthquake,0.75,3.38,0.128,7,reviewed,uw,uw
2018-06-10T09:26:23.330Z,19.3990002,-155.2648315,0.86,2.22,ml,15,116,0.009068,0.18,hv,hv70256827,2018-06-10T09:32:02.420Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.32,0.34,10,automatic,hv,hv
2018-06-10T09:25:28.290Z,33.518,-116.8006667,2.3,0.16,ml,12,134,0.07096,0.14,ci,ci38194992,2018-06-10T14:54:32.402Z,"10km NE of Aguanga, CA",earthquake,0.32,0.45,0.107,4,reviewed,ci,ci
2018-06-10T09:23:44.830Z,19.4036674,-155.2711639,-0.41,2.46,ml,27,53,0.007252,0.32,hv,hv70256817,2018-06-10T09:29:25.170Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.33,0.32,13,automatic,hv,hv
2018-06-10T09:22:50.540Z,33.504,-116.8006667,3.43,1.78,ml,74,30,0.08094,0.23,ci,ci38194984,2018-06-10T14:55:34.720Z,"9km NE of Aguanga, CA",earthquake,0.18,0.67,0.13,26,reviewed,ci,ci
2018-06-10T09:22:07.890Z,19.4171658,-155.2418365,1.8,2,ml,11,186,0.01776,0.15,hv,hv70256812,2018-06-10T09:27:48.180Z,"1km SSW of Volcano, Hawaii",earthquake,0.6,0.5,0.15,4,automatic,hv,hv
2018-06-10T09:17:12.170Z,19.4069996,-155.2896729,-0.23,2.15,ml,9,199,0.01184,0.11,hv,hv70256802,2018-06-10T09:22:52.320Z,"6km WSW of Volcano, Hawaii",earthquake,0.36,0.24,0.25,4,automatic,hv,hv
2018-06-10T09:15:40.160Z,19.4139996,-155.2718353,1.86,2.25,ml,22,49,0.01145,0.26,hv,hv70256797,2018-06-10T09:21:21.420Z,"4km WSW of Volcano, Hawaii",earthquake,0.44,0.33,0.24,12,automatic,hv,hv
2018-06-10T09:11:50.210Z,19.4006672,-155.267334,0.65,2.81,ml,29,55,0.002708,0.33,hv,hv70256792,2018-06-10T09:17:30.700Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.23,0.37,8,automatic,hv,hv
2018-06-10T09:09:29.980Z,19.4004993,-155.2675018,0.06,2.61,ml,43,36,0.00264,0.26,hv,hv70256787,2018-06-10T09:15:13.400Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.2,2.67,26,automatic,hv,hv
2018-06-10T09:04:51.520Z,19.4181671,-155.2646637,0.53,1.91,ml,8,258,0.009311,0.15,hv,hv70256772,2018-06-10T09:10:32.820Z,"3km WSW of Volcano, Hawaii",earthquake,1.58,0.33,0.42,4,automatic,hv,hv
2018-06-10T09:03:41.440Z,19.4016666,-155.2741699,3.36,2.15,ml,8,173,0.006285,0.07,hv,hv70256767,2018-06-10T09:09:23.280Z,"5km SW of Volcano, Hawaii",earthquake,1.77,1.22,0.28,8,automatic,hv,hv
2018-06-10T09:03:23.380Z,19.4136658,-155.279007,0.39,2,ml,15,83,0.006236,0.19,hv,hv70256762,2018-06-10T09:09:06.410Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.24,0.2,10,automatic,hv,hv
2018-06-10T08:57:41.110Z,19.3964996,-155.2754974,0.63,2.25,ml,10,153,0.002081,0.17,hv,hv70256752,2018-06-10T09:03:21.270Z,"5km SW of Volcano, Hawaii",earthquake,0.41,0.34,0.57,10,automatic,hv,hv
2018-06-10T08:53:51.840Z,19.4036674,-155.2668304,0.86,2.88,ml,37,53,0.005449,0.25,hv,hv70256737,2018-06-10T11:00:31.944Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.14,2.64,26,automatic,hv,hv
2018-06-10T08:52:26.510Z,19.4150009,-155.2763367,1.05,2.89,ml,37,39,0.007788,0.14,hv,hv70256732,2018-06-10T08:58:06.900Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.12,2.27,19,automatic,hv,hv
2018-06-10T08:51:12.690Z,19.4221668,-155.2753296,1.42,2.93,ml,12,94,0.003343,0.29,hv,hv70256727,2018-06-10T08:56:52.110Z,"4km WSW of Volcano, Hawaii",earthquake,0.73,0.3,0.19,8,automatic,hv,hv
2018-06-10T08:48:31.150Z,19.4048328,-155.2630005,0.76,3.21,ml,50,36,0.007154,0.38,hv,hv70256722,2018-06-10T08:56:37.040Z,"3km SW of Volcano, Hawaii",earthquake,0.31,0.21,3.29,29,automatic,hv,hv
2018-06-10T08:47:17.350Z,19.4006672,-155.2783356,0.54,2.56,ml,31,50,0.006885,0.24,hv,hv70256707,2018-06-10T08:52:58.510Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.24,0.34,16,automatic,hv,hv
2018-06-10T08:46:42.177Z,63.2677,-151.1311,0,1.2,ml,,,,0.62,ak,ak19749503,2018-06-10T08:54:08.502Z,"110km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-10T08:46:03.510Z,19.3431664,-155.3078308,2.25,2.51,ml,10,193,0.04969,0.14,hv,hv70256702,2018-06-10T08:51:44.440Z,"12km SW of Volcano, Hawaii",earthquake,0.89,1.5,0.28,5,automatic,hv,hv
2018-06-10T08:44:25.050Z,19.4141674,-155.2873383,0.52,2.69,ml,26,35,0.004631,0.22,hv,hv70256697,2018-06-10T08:50:05.550Z,"5km WSW of Volcano, Hawaii",earthquake,0.24,0.17,0.41,9,automatic,hv,hv
2018-06-10T08:43:30.890Z,19.4066658,-155.2813263,0.28,2.18,ml,20,85,0.01125,0.19,hv,hv70256692,2018-06-10T08:49:10.070Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.2,0.29,8,automatic,hv,hv
2018-06-10T08:39:24.930Z,37.8788338,-122.2578354,8.88,1.29,md,19,63,0.007198,0.07,nc,nc73028191,2018-06-10T09:57:02.287Z,"2km ENE of Berkeley, CA",earthquake,0.29,0.43,0.12,15,automatic,nc,nc
2018-06-10T08:37:36.950Z,19.3948326,-155.2734985,0.69,2.51,ml,21,75,0.0005498,0.16,hv,hv70256687,2018-06-10T08:43:17.860Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.13,0.36,14,automatic,hv,hv
2018-06-10T08:37:07.040Z,19.4216671,-155.2571716,6.41,2.46,ml,7,166,0.003809,0.13,hv,hv70256682,2018-06-10T08:42:46.490Z,"2km WSW of Volcano, Hawaii",earthquake,1.42,0.87,0.36,11,automatic,hv,hv
2018-06-10T08:36:08.380Z,19.4041672,-155.2680054,1.35,2.11,ml,15,77,0.006182,0.21,hv,hv70256677,2018-06-10T08:41:48.050Z,"4km SW of Volcano, Hawaii",earthquake,0.34,0.41,0.19,7,automatic,hv,hv
2018-06-10T08:35:05.920Z,62.4138,-150.2136,65.4,1.3,ml,,,,0.51,ak,ak19749502,2018-06-10T08:39:22.580Z,"11km NNW of Talkeetna, Alaska",earthquake,,2.1,,,automatic,ak,ak
2018-06-10T08:34:59.150Z,19.3851662,-155.2728271,1.21,2,ml,18,63,0.008499,0.22,hv,hv70256667,2018-06-10T08:40:40.120Z,"6km SW of Volcano, Hawaii",earthquake,0.39,0.3,0.32,8,automatic,hv,hv
2018-06-10T08:31:32.620Z,19.4066658,-155.2653351,0.31,2.07,ml,11,154,0.007458,0.18,hv,hv70256657,2018-06-10T08:37:12.850Z,"3km SW of Volcano, Hawaii",earthquake,0.46,0.37,0.22,4,automatic,hv,hv
2018-06-10T08:31:01.360Z,19.4091663,-155.2863312,1.05,2,ml,16,73,0.00871,0.28,hv,hv70256652,2018-06-10T08:36:43.230Z,"5km WSW of Volcano, Hawaii",earthquake,0.42,0.39,0.35,10,automatic,hv,hv
2018-06-10T08:26:10.530Z,17.9356,-66.017,12,1.8,md,4,248,0.0946,0.1,pr,pr2018161003,2018-06-10T11:28:49.473Z,"5km SE of Arroyo, Puerto Rico",earthquake,1.1,0.44,0.5,4,reviewed,pr,pr
2018-06-10T08:25:05.500Z,19.4109993,-155.279007,1.27,2.25,ml,19,53,0.008186,0.16,hv,hv70256642,2018-06-10T08:30:47.060Z,"4km WSW of Volcano, Hawaii",earthquake,0.41,0.24,0.23,5,automatic,hv,hv
2018-06-10T08:23:11.050Z,19.3936672,-155.2818298,3.85,2.04,ml,13,128,0.007099,0.14,hv,hv70256637,2018-06-10T08:28:51.420Z,"6km SW of Volcano, Hawaii",earthquake,1.49,1.31,2.58,8,automatic,hv,hv
2018-06-10T08:21:28.580Z,6.6905,126.259,72.1,4.5,mb,,106,0.773,0.51,us,us1000eml5,2018-06-10T08:48:01.040Z,"17km SSW of Tamisan, Philippines",earthquake,9,6.8,0.068,63,reviewed,us,us
2018-06-10T08:20:20.010Z,19.2976665,-155.1894989,8.39,2.39,ml,17,216,0.0796,0.26,hv,hv70256632,2018-06-10T08:25:59.340Z,"15km SSE of Volcano, Hawaii",earthquake,0.98,0.94,2.76,7,automatic,hv,hv
2018-06-10T08:17:20.850Z,19.4191666,-155.2666626,1.71,2.23,ml,15,62,0.006633,0.13,hv,hv70256622,2018-06-10T16:20:04.543Z,"3km WSW of Volcano, Hawaii",earthquake,0.4,0.48,0.27,3,automatic,hv,hv
2018-06-10T08:15:40.990Z,19.4101658,-155.2799988,0.76,2,ml,16,63,0.008401,0.13,hv,hv70256617,2018-06-10T08:21:22.600Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.33,0.24,8,automatic,hv,hv
2018-06-10T08:15:28.490Z,19.3188324,-155.1896667,2.12,2.62,ml,27,103,0.04991,0.25,hv,hv70256612,2018-06-10T08:21:11.410Z,"13km SSE of Volcano, Hawaii",earthquake,0.44,0.85,0.43,9,automatic,hv,hv
2018-06-10T08:14:32.180Z,39.2731667,-123.2298355,2.84,1.8,md,8,98,0.08715,0.06,nc,nc73028186,2018-06-10T09:31:02.152Z,"2km WNW of Redwood Valley, CA",earthquake,0.41,4.3,0.19,8,automatic,nc,nc
2018-06-10T08:11:08.940Z,38.8260002,-122.7976685,2.41,0.89,md,10,70,0.01003,0.01,nc,nc73028181,2018-06-10T09:03:03.014Z,"6km W of Cobb, CA",earthquake,0.38,0.83,,1,automatic,nc,nc
2018-06-10T08:10:24.150Z,19.4220009,-155.2725067,0.95,2.17,ml,20,53,0.005521,0.16,hv,hv70256602,2018-06-10T08:16:07.890Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.15,0.15,9,automatic,hv,hv
2018-06-10T08:07:09.500Z,19.4021664,-155.2669983,1.63,2.47,ml,20,45,0.004009,0.23,hv,hv70256587,2018-06-10T08:12:48.410Z,"4km SW of Volcano, Hawaii",earthquake,0.35,0.31,0.4,12,automatic,hv,hv
2018-06-10T08:04:32.810Z,19.3968334,-155.2584991,0.42,2.54,ml,22,95,0.007247,0.26,hv,hv70256577,2018-06-10T08:10:23.310Z,"4km SSW of Volcano, Hawaii",earthquake,0.28,0.23,0.34,13,automatic,hv,hv
2018-06-10T08:03:05.170Z,19.4031658,-155.2651672,2.02,2.49,ml,24,56,0.004966,0.29,hv,hv70256572,2018-06-10T08:08:46.920Z,"4km SW of Volcano, Hawaii",earthquake,0.33,0.33,0.36,13,automatic,hv,hv
2018-06-10T08:02:22.760Z,19.1885,-66.5165,35,2.76,md,8,299,0.7115,0.24,pr,pr2018161004,2018-06-10T12:22:37.821Z,"80km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.65,7.84,0.39,6,reviewed,pr,pr
2018-06-10T07:59:14.200Z,19.4115009,-155.2611694,4.19,1.7,ml,7,160,0.001352,0.09,hv,hv70256567,2018-06-10T08:04:53.870Z,"3km SW of Volcano, Hawaii",earthquake,0.89,0.8,0.29,6,automatic,hv,hv
2018-06-10T07:58:04.530Z,19.3880005,-155.2723389,0.89,1.92,ml,18,64,0.007432,0.18,hv,hv70256562,2018-06-10T08:03:44.750Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.27,0.32,9,automatic,hv,hv
2018-06-10T07:53:29.590Z,19.4191666,-155.2736664,1.95,1.72,ml,12,73,0.00668,0.13,hv,hv70256557,2018-06-10T07:59:10.830Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.37,0.2,8,automatic,hv,hv
2018-06-10T07:51:08.280Z,19.4088326,-155.2646637,1.13,2.51,ml,20,60,0.005558,0.23,hv,hv70256552,2018-06-10T07:56:48.660Z,"3km SW of Volcano, Hawaii",earthquake,0.35,0.34,0.36,13,automatic,hv,hv
2018-06-10T07:49:42.870Z,19.4123325,-155.2680054,1.38,2.39,ml,26,55,0.007676,0.18,hv,hv70256547,2018-06-10T07:55:25.060Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.23,0.32,14,automatic,hv,hv
2018-06-10T07:48:42.390Z,19.4158325,-155.2596741,1.57,2.31,ml,24,112,0.003731,0.25,hv,hv70256542,2018-06-10T07:54:40.070Z,"2km SW of Volcano, Hawaii",earthquake,0.49,0.32,0.41,8,automatic,hv,hv
2018-06-10T07:44:18.960Z,19.3945007,-155.2651672,0.35,2.02,ml,17,83,0.00381,0.31,hv,hv70256522,2018-06-10T07:49:59.590Z,"4km SW of Volcano, Hawaii",earthquake,0.34,0.55,0.32,9,automatic,hv,hv
2018-06-10T07:44:16.260Z,19.4794998,-155.08284,2.66,2.53,ml,8,191,0.08972,0.1,hv,hv70256527,2018-06-10T07:50:09.330Z,"3km S of Fern Acres, Hawaii",earthquake,1.22,14.71,0.28,7,automatic,hv,hv
2018-06-10T07:41:38.130Z,19.420166,-155.2633362,1.15,1.73,md,15,96,0.003643,0.14,hv,hv70256517,2018-06-10T07:44:22.790Z,"2km WSW of Volcano, Hawaii",earthquake,0.26,0.18,0.21,9,automatic,hv,hv
2018-06-10T07:37:01.520Z,19.4020004,-155.2666626,0.12,2.65,ml,24,56,0.003786,0.15,hv,hv70256507,2018-06-10T08:41:42.691Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.17,0.51,14,automatic,hv,hv
2018-06-10T07:36:12.640Z,19.4121667,-155.2598333,3.91,1.45,ml,8,163,0.01086,0.12,hv,hv70256502,2018-06-10T09:34:24.340Z,"3km SW of Volcano, Hawaii",earthquake,1.2,31.61,0.154,8,reviewed,hv,hv
2018-06-10T07:34:42.150Z,19.4001675,-155.2488403,0.87,1.73,md,12,119,0.01477,0.19,hv,hv70256497,2018-06-10T07:37:36.620Z,"3km SSW of Volcano, Hawaii",earthquake,0.44,0.52,0.39,6,automatic,hv,hv
2018-06-10T07:33:03.320Z,19.4036674,-155.263504,1.48,2.32,ml,18,101,0.005901,0.22,hv,hv70256492,2018-06-10T07:38:45.060Z,"4km SW of Volcano, Hawaii",earthquake,0.39,0.28,0.41,12,automatic,hv,hv
2018-06-10T07:32:10.730Z,19.4006672,-155.2623291,0.55,2.3,ml,20,92,0.004247,0.1,hv,hv70256487,2018-06-10T07:37:50.920Z,"4km SW of Volcano, Hawaii",earthquake,0.17,0.19,0.36,10,automatic,hv,hv
2018-06-10T07:30:31.350Z,36.0893326,-120.6650009,2.42,1.1,md,8,177,0.05187,0.04,nc,nc73028171,2018-06-10T08:06:01.705Z,"23km ENE of San Ardo, CA",earthquake,1.2,3.02,0.11,3,automatic,nc,nc
2018-06-10T07:29:09.570Z,19.3990002,-155.2701721,0.84,2.24,ml,24,56,0.00398,0.26,hv,hv70256477,2018-06-10T07:34:49.560Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.25,0.34,12,automatic,hv,hv
2018-06-10T07:28:13.460Z,19.4095001,-155.2599945,0.51,2.05,ml,20,93,0.002576,0.13,hv,hv70256472,2018-06-10T07:33:53.420Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.16,0.29,11,automatic,hv,hv
2018-06-10T07:25:48.670Z,19.4160004,-155.2638397,1.14,2.32,ml,14,111,0.005398,0.31,hv,hv70256462,2018-06-10T07:31:29.420Z,"3km WSW of Volcano, Hawaii",earthquake,0.65,0.35,0.35,10,automatic,hv,hv
2018-06-10T07:25:02.990Z,19.3696671,-155.2506714,5.44,2.61,ml,11,290,0.01577,0.3,hv,hv70256452,2018-06-10T07:30:46.450Z,"6km S of Volcano, Hawaii",earthquake,3.47,1.41,0.67,9,automatic,hv,hv
2018-06-10T07:23:34.640Z,19.4238338,-155.2709961,0.57,2.36,ml,18,51,0.004494,0.15,hv,hv70256442,2018-06-10T07:29:14.110Z,"3km WSW of Volcano, Hawaii",earthquake,0.17,0.16,0.32,11,automatic,hv,hv
2018-06-10T07:23:09.950Z,19.4138336,-155.261673,0.79,2.3,ml,11,108,0.002427,0.06,hv,hv70256437,2018-06-10T07:28:51.110Z,"3km SW of Volcano, Hawaii",earthquake,0.32,0.17,0.36,12,automatic,hv,hv
2018-06-10T07:19:52.420Z,19.3999996,-155.2661591,0.92,2.71,ml,19,76,0.001753,0.15,hv,hv70256427,2018-06-10T07:25:33.380Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.25,0.5,12,automatic,hv,hv
2018-06-10T07:14:42.050Z,19.4001675,-155.2493286,-0.45,1.96,ml,8,144,0.0147,0.08,hv,hv70256422,2018-06-10T07:20:21.700Z,"3km SSW of Volcano, Hawaii",earthquake,0.2,0.42,0.26,5,automatic,hv,hv
2018-06-10T07:13:40.780Z,19.4109993,-155.2803345,1.56,1.8,ml,10,116,0.007519,0.16,hv,hv70256417,2018-06-10T07:19:19.830Z,"4km WSW of Volcano, Hawaii",earthquake,0.59,0.29,0.24,7,automatic,hv,hv
